"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-10-16","1.8",,,"28.2","0.0","0.0",,"21.7","16.1",,"  250","  170",,"5.8","8.9","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-10-17","2.0",,,"0.0","0.0","0.0",,"21.7","15.0",,"  250","  260",,"6.3","10.3",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-10-18","2.8",,,"0.0","0.0","0.0",,"21.1","13.3",,"  280","  290",,"6.7","10.3",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-10-19","3.4",,,"0.0","0.0","0.0",,"13.3","6.7",,"  300","  300",,"7.6","12.5",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-10-20","1.7",,,"0.0","0.0","0.0",,"15.6","5.6",,"  240","  260",,"5.4","8.5",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-10-21","1.6",,,"2.8","0.0","0.0",,"19.4","12.8",,"  140","  150",,"5.4","8.1","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-10-22","4.2",,,"38.4","0.0","0.0",,"14.4","10.0",,"   30","   50",,"8.1","13.4","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-10-23","3.4",,,"15.5","0.0","0.0",,"11.7","10.0",,"   40","   40",,"5.4","11.2","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-10-24","2.0",,,"0.0","0.0","0.0",,"17.2","10.6",,"  310","  300",,"5.4","8.5",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-10-25","2.6",,,"0.3","0.0","0.0",,"19.4","10.0",,"  300","  260",,"5.8","11.6",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-10-26","3.5",,,"0.0","0.0","0.0",,"17.2","11.7",,"  310","  310",,"8.1","14.3",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-10-27","2.3",,,"0.0","0.0","0.0",,"17.2","8.9",,"  270","  270",,"5.8","9.4",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-10-28","1.3",,,"0.0","0.0","0.0",,"22.2","11.7",,"  240","  200",,"5.4","8.9",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-10-29","2.2",,,"0.0","0.0","0.0",,"22.2","10.6",,"  310","  310",,"6.3","10.7",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-10-30","1.6",,,"0.0","0.0","0.0",,"15.0","8.3",,"  310",,,"4.5",,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-10-31","2.9",,,"1.3","0.0","0.0",,"12.8","7.2",,"   70","   70",,"6.7","10.3","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-01","4.0",,,"8.9","0.0","0.0",,"8.3","5.6",,"   30","   20",,"9.4","13.9",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-02","4.8",,,"0.0","0.0","0.0",,"8.9","5.0",,"  350","   20",,"9.4","16.1",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-03","2.6",,,"0.0","0.0","0.0",,"16.1","3.9",,"  280","  260",,"7.2","11.6",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-04","2.1",,,"0.0","0.0","0.0",,"20.0","11.7",,"  230","  240",,"5.8","9.8",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-05","2.0",,,"0.0","0.0","0.0",,"17.8","13.3",,"  290","  240",,"6.3","9.4",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-06","1.4",,,"9.4","0.0","0.0",,"13.9","8.9",,"   70","  240",,"4.0","6.7","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-07","3.3",,,"0.0","0.0","0.0",,"11.7","4.4",,"  310","  310",,"7.6","13.9","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-08","2.7",,,"0.0","0.0","0.0",,"8.9","2.2",,"  280","  280",,"7.2","9.8",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-09","1.2",,,"0.0","0.0","0.0",,"13.9","7.8",,"  250","  250",,"6.3","9.8",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-10","1.1",,,"0.0","0.0","0.0",,"16.1","6.7",,"  250","  180",,"4.0","5.8",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-11","1.5",,,"0.0","0.0","0.0",,"17.8","9.4",,"  170","  180",,"4.5","8.5","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-12","1.2",,,"0.0","0.0","0.0",,"18.3","8.3",,"  350","  300",,"4.5","9.8","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-13","1.6",,,"5.1","0.0","0.0",,"8.9","2.2",,"  280","  280",,"4.0","6.7","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-14","3.2",,,"1.5","0.0","0.0",,"5.6","1.7",,"  300","  300",,"6.3","10.7","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-15","1.6",,,"0.0","0.0","0.0",,"5.6","0.6",,"  300","  290",,"5.4","8.9",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-16","1.7",,,"0.8","0.0","0.0",,"7.2","1.7",,"  260","  250",,"4.5","8.1",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-17","1.7",,,"39.1","0.0","0.0",,"11.1","4.4",,"  280","  290",,"6.3","9.8","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-18","4.5",,,"0.0","0.0","0.0",,"7.2","-4.3",,"  280","  290",,"9.8","14.8",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-19","3.2",,,"0.0","0.0","0.0",,"2.2","-5.5",,"  250","  250",,"7.2","11.2",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-20","3.2",,,"0.0","0.0","0.0",,"7.2","-0.5",,"  290","  270",,"7.6","12.5",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-21","3.4",,,"0.0","0.0","0.0",,"2.8","-2.1",,"  290","  320",,"7.6","11.6",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-22","2.2",,,"0.0","0.0","0.0",,"6.7","-2.1",,"  240","  260",,"6.7","11.6",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-23","1.7",,,"0.0","0.0","0.0",,"13.9","6.1",,"  260","  240",,"6.3","10.3",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-24","2.4",,,"17.8","0.0","0.0",,"20.6","11.7",,"  180","  170",,"7.6","14.3","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-25","2.3",,,"0.0","0.0","0.0",,"20.0","10.6",,"  280","  270",,"6.3","10.3",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-26","3.9",,,"31.5","5.0","0.0",,"10.6","1.1",,"   40","   30",,"8.1","15.2","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-27","2.3",,,"0.5","0.0","0.0",,"3.3","1.1",,"  310","  290",,"5.4","8.9","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-28","2.6",,,"0.0","0.0","0.0",,"2.8","-1.6",,"  310","  290",,"7.6","11.2",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-29","1.6",,,"0.0","0.0","0.0",,"7.2","-2.7",,"  260","  260",,"4.5","7.2",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-11-30","1.9",,,"0.0","0.0","0.0",,"12.8","7.2",,"  250","  250",,"5.8","10.3",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-01","3.0",,,"2.3","0.0","0.0",,"18.3","5.6",,"  250","  250",,"6.3","10.3",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-02","4.1",,,"2.0","0.0","0.0",,"6.1","1.7",,"   60","   60",,"7.6","11.6","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-03","3.4",,,"1.5","0.0","0.0",,"7.8","5.0",,"  280","  300",,"7.2","11.6","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-04","2.6",,,"0.0","0.0","0.0",,"7.2","2.8",,"  280","  280",,"5.8","8.9",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-05","2.7",,,"13.0","0.0","0.0",,"6.7","1.1",,"   60","   60",,"7.6","9.4","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-06","1.8",,,"31.0","0.0","0.0",,"10.0","3.9",,"   10","   20",,"7.6","13.4","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-07","5.3",,,"1.0","0.0","0.0",,"5.6","-1.0",,"   30","   10",,"11.2","17.9",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-08","5.1",,,"0.0","0.0","0.0",,"2.8","-4.3",,"   70","   70",,"8.9","13.0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-09","4.6",,,"64.5","0.0","0.0",,"5.6","2.2",,"   50","   60",,"9.8","14.3","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-10","3.7",,,"2.0","25.0","0.0",,"4.4","0.0",,"  290","  310",,"7.2","10.7","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-11","3.4",,,"0.3","0.0","30.0",,"3.3","-0.5",,"  270","  260",,"7.6","11.2",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-12","3.6",,,"0.0","0.0","0.0",,"3.3","0.0",,"  300","  300",,"6.7","11.2",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-13","4.0",,,"0.0","0.0","0.0",,"6.7","1.1",,"  300","  300",,"7.2","12.5",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-14","2.7",,,"0.0","0.0","0.0",,"7.8","3.3",,"  310","  300",,"5.8","8.9",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-15","1.2",,,"0.0","0.0","0.0",,"8.9","2.8",,"  250","  300",,"3.6","5.4",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-16","1.7",,,"5.1","0.0","0.0",,"9.4","3.3",,"  110","  150",,"5.4","6.3","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-17","2.6",,,"0.5","0.0","0.0",,"12.2","5.6",,"  280","  290",,"7.2","11.6","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-18","3.9",,,"0.0","0.0","0.0",,"5.6","2.8",,"  290","  300",,"7.2","13.0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-19","3.2",,,"0.0","0.0","0.0",,"3.3","-0.5",,"  300","  310",,"6.3","10.7",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-20","2.2",,,"0.0","0.0","0.0",,"0.6","-1.0",,"   40","   60",,"5.4","6.7",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-21","2.2",,,"0.0","0.0","0.0",,"2.2","-0.5",,"   10","   10",,"4.0","5.8",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-22","2.7",,,"1.0","0.0","0.0",,"6.7","1.7",,"   70","   40",,"5.4","7.2","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-23","3.7",,,"4.1","0.0","0.0",,"7.8","6.1",,"   70","   80",,"7.6","11.6","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-24","2.6",,,"20.3","0.0","0.0",,"14.4","6.7",,"   70","  180",,"5.4","7.6","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-25","4.3",,,"2.3","0.0","0.0",,"16.7","6.7",,"  290","  300",,"8.9","14.3","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-26","2.6",,,"0.0","0.0","0.0",,"10.0","4.4",,"  290","  250",,"5.8","8.1",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-27","2.0",,,"0.0","0.0","0.0",,"12.8","6.7",,"  240","  250",,"6.3","11.2",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-28","2.6",,,"2.5","0.0","0.0",,"12.2","6.1",,"  240","  250",,"6.7","9.8","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-29","2.3",,,"0.0","0.0","0.0",,"6.7","1.1",,"  310","  320",,"6.7","11.2",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-30","1.9",,,"0.0","0.0","0.0",,"1.1","-2.1",,"   10","  300",,"4.5","7.6",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2014-12-31","2.5",,,"0.0","0.0","0.0",,"0.0","-2.7",,"  280","  280",,"6.3","9.4",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-01","3.2",,,"0.0","0.0","0.0",,"3.9","-2.7",,"  260","  250",,"7.6","13.9",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-02","3.2",,,"0.0","0.0","0.0",,"5.6","1.7",,"  260","  310",,"6.7","11.2",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-03","2.9",,,"18.0","0.0","0.0",,"5.6","0.6",,"   80","   70",,"5.4","8.1","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-04","2.9",,,"7.6","0.0","0.0",,"13.3","5.0",,"  280","  260",,"13.0","20.6","    1",,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-05","4.7",,,"0.0","0.0","0.0",,"9.4","-6.0",,"  280","  300",,"10.7","17.0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-06","1.8",,,"1.3","25.0","0.0",,"-5.5","-7.1",,"  320","  280",,"6.3","10.7",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-07","5.7",,,"0.0","0.0","30.0",,"-4.9","-12.7",,"  310","  300",,"9.8","17.4",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-08","3.9",,,"0.0","0.0","0.0",,"-6.0","-13.2",,"  310","  310",,"8.1","13.9",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-09","3.9",,,"1.8","38.0","0.0",,"0.6","-7.1",,"  280","  290",,"9.4","13.4",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-10","3.6",,,"0.0","0.0","30.0",,"-4.9","-8.8",,"  250","  230",,"8.1","11.2",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-11","2.7",,,"0.0","0.0","30.0",,"2.8","-7.7",,"  230","  250",,"6.3","10.7",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-12","1.7",,,"9.1","0.0","0.0",,"3.9","1.7",,"  260","  260",,"5.4","8.9","    1",,,"    1",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-13","3.8",,,"0.0","0.0","0.0",,"2.2","-8.2",,"   30","   40",,"8.1","11.2",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-14","2.8",,,"0.0","0.0","0.0",,"0.0","-8.8",,"   70","   80",,"6.3","7.6",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-15","2.1",,,"0.0","0.0","0.0",,"1.7","-3.8",,"  250","  290",,"6.7","8.9",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-16","4.4",,,"0.0","0.0","0.0",,"6.1","-6.6",,"  310","  320",,"9.4","14.3",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-17","2.7",,,"0.0","0.0","0.0",,"0.0","-8.2",,"  310","  190",,"6.3","10.3",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-18","1.7",,,"53.3","0.0","0.0",,"5.6","-0.5",,"  270","  210",,"4.5","8.9","    1","    1",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-19","3.4",,,"0.0","0.0","0.0",,"5.6","2.2",,"  290","  270",,"7.2","14.8",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-20","2.6",,,"0.0","0.0","0.0",,"4.4","0.0",,"  290","  280",,"5.8","8.9",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-21","1.9",,,"0.0","0.0","0.0",,"2.2","-3.8",,"  350","   20",,"4.5","6.7",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-22","2.5",,,"0.0","0.0","0.0",,"4.4","-0.5",,"  310","  300",,"6.3","9.8",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-23","2.5",,,"0.0","0.0","0.0",,"3.9","-2.1",,"  250","  250",,"6.3","8.5",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-24","2.7",,,"18.3","91.0","80.0",,"3.9","0.6",,"  290","  290",,"6.3","10.7","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-25","2.8",,,"0.0","0.0","50.0",,"5.6","-0.5",,"  250","  260",,"7.6","13.4",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-26","5.7",,,"12.2","140.0","50.0",,"-0.5","-5.5",,"   60","   50",,"10.3","15.2","    1","    1",,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-27","3.7",,,"9.1","109.0","200.0",,"-1.0","-6.6",,"   10","  330",,"7.6","13.4","    1","    1",,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-28","3.4",,,"0.0","0.0","200.0",,"1.1","-8.8",,"  310","  310",,"7.2","10.7",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-29","1.7",,,"0.5","0.0","150.0",,"2.2","-7.1",,"  190","  180",,"6.3","8.9",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-30","4.7",,,"1.5","25.0","180.0",,"3.3","-7.1",,"  310","  300",,"9.8","16.1","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-01-31","5.5",,,"0.0","0.0","180.0",,"-3.2","-10.5",,"  310","  290",,"10.7","19.7",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-01","1.7",,,"0.8","8.0","150.0",,"2.2","-6.6",,"  250","  260",,"5.4","7.6","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-02","4.4",,,"25.9","127.0","180.0",,"1.1","-9.9",,"   70","  310",,"9.8","14.3","    1","    1",,,,"    1",,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-03","3.2",,,"0.0","0.0","200.0",,"-3.2","-10.5",,"  310","  310",,"7.6","12.1",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-04","1.9",,,"0.0","0.0","200.0",,"6.1","-4.3",,"  260","  250",,"5.8","8.5",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-05","3.8",,,"0.0","0.0","200.0",,"5.6","-9.9",,"  360","  310",,"8.9","13.4",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-06","3.2",,,"0.0","0.0","200.0",,"-2.7","-11.0",,"  270","  240",,"7.6","11.6",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-07","1.7",,,"0.5","0.0","200.0",,"4.4","-3.8",,"  260","  250",,"5.4","8.1",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-08","3.8",,,"0.0","0.0","200.0",,"2.8","-1.6",,"   70","   60",,"8.1","11.6","    1",,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-09","4.9",,,"2.3","0.0","200.0",,"-1.6","-3.8",,"   60","   50",,"8.9","13.0",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-10","4.7",,,"0.3","3.0","200.0",,"4.4","-3.2",,"   30","   30",,"8.1","12.5",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-11","2.9",,,"0.0","0.0","200.0",,"1.1","-5.5",,"   50","   60",,"8.1","11.6",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-12","3.3",,,"0.0","0.0","200.0",,"4.4","-8.8",,"  310","  320",,"9.8","17.4",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-13","4.1",,,"0.0","0.0","200.0",,"-6.0","-13.2",,"  310","  300",,"9.8","16.5",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-14","2.4",,,"0.5","23.0","200.0",,"0.0","-8.8",,"   10","  250",,"6.3","10.3",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-15","6.5",,,"0.0","0.0","230.0",,"-3.8","-15.5",,"  300","  310",,"10.3","18.8",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-16","3.1",,,"0.0","0.0","230.0",,"-6.0","-16.0",,"  310","  320",,"9.4","16.5",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-17","2.1",,,"3.6","84.0","300.0",,"-2.7","-9.9",,"   50","   30",,"5.4","7.2",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-18","1.9",,,"0.0","0.0","230.0",,"0.6","-7.1",,"  250","  260",,"6.7","9.4",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-19","5.1",,,"0.0","0.0","230.0",,"-2.7","-13.2",,"  280","  280",,"8.9","13.9",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-20","4.6",,,"0.0","0.0","230.0",,"-7.1","-16.6",,"  290","  290",,"9.8","16.1",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-21","2.0",,,"15.5","76.0","230.0",,"0.0","-10.5",,"  200","  180",,"6.3","10.3","    1",,,,,"    1",,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-22","1.3",,,"2.5","25.0","330.0",,"6.1","0.0",,"  290","  280",,"5.4","7.6","    1",,,,,"    1",,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-23","5.0",,,"0.0","0.0","300.0",,"3.3","-13.2",,"  310","  320",,"7.6","13.0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-24","2.6",,,"0.0","0.0","300.0",,"-4.3","-15.5",,"  170","  180",,"6.3","10.3",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-25","2.9",,,"0.0","0.0","300.0",,"2.8","-6.6",,"  280","  280",,"6.7","10.7",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-26","3.2",,,"0.0","0.0","280.0",,"0.0","-6.0",,"   50","   50",,"6.7","8.9",,,,,,,,"    1",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-27","2.7",,,"0.0","0.0","280.0",,"-1.0","-7.7",,"  310","  300",,"5.8","8.9",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-02-28","1.6",,,"0.0","0.0","280.0",,"-1.6","-10.5",,"  350","  350",,"5.4","8.1",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-03-01","1.0",,,"13.2","122.0","250.0",,"-0.5","-4.3",,"  170","  170",,"6.7","8.9","    1","    1",,,,,,"    1",,,,,,,,,,
