,,TMAX,TMAX,TMAX,TMAX,TMAX,TMAX,TMAX,TMAX,PRCP,PRCP,PRCP,PRCP,PRCP,PRCP,PRCP,PRCP,SNOW,SNOW,SNOW,SNOW,SNOW,SNOW,SNOW,SNOW,1. open,1. open,1. open,1. open,1. open,1. open,1. open,1. open,4. close,4. close,4. close,4. close,4. close,4. close,4. close,4. close,5. volume,5. volume,5. volume,5. volume,5. volume,5. volume,5. volume,5. volume
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
PRCP,min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRCP,25%,0.08186556492267323,0.03673441457004019,-0.010605356186903114,0.020166069703810158,0.03876922573027117,0.0359371300172256,0.037052669343211796,0.06623041146981018,0.08186556492267323,0.10343374396549751,0.017687673567387017,,1.0,0.7286008499683925,0.17756222369669333,0.017011728844729363,0.08177226324372187,-0.031642430331127645,-0.03820311225508068,,,,-0.013063474570425202,-0.039397656389774494,0.08186556492267323,0.035781215209009946,0.02658201494849932,0.034919668250644575,0.029693757094735367,0.03564819206044402,0.0382602271864994,0.03956399142544883,0.08186556492267323,0.036490353987629044,0.027381623183106663,0.03318744109699939,0.031845116821876324,0.03449694684550101,0.040866096001732986,0.03928936702932301,0.08186556492267323,0.027562911181813102,-0.001200618267571367,0.019962570287587182,0.05588731371369153,0.044413294164825874,0.02819703197322146,0.0050869879290638
PRCP,50%,0.04093352490757896,-0.06059546654836258,0.03151861388849377,-0.077538742986701,-0.05667523525606795,-0.06487000398422556,-0.06098186741632855,-0.02960028639956709,0.04093352490757896,0.37737758883976563,0.22886585847078952,,0.7286008499683925,1.0,0.3851716421019538,0.19933554844151913,0.04270081679243235,-0.023708163702155668,-0.003493654040151377,,,,-0.044203954090313684,0.005581240928615313,0.04093352490757896,0.0988762105873966,0.03862783008600465,0.09512838228928075,0.08806110332205415,0.1016424287558924,0.09987785428310716,0.09701754560698264,0.04093352490757896,0.0997579647981206,0.04307461731888644,0.09415996468391435,0.09064549575733345,0.10072289503439394,0.10212423961934854,0.1001899053394257,0.04093352490757896,-0.07969762645024962,-0.0662227039476608,-0.07534039125201004,-0.06210676759474399,-0.07670303811174882,-0.07686207722406409,-0.07239524740539853
PRCP,75%,-0.09498155380403821,0.03425477038174126,-0.19143873891368884,0.06102169927037095,0.046023197759479266,0.021426245836290256,0.024280119591422157,-0.027242836363205642,-0.09498155380403821,0.674385862520395,0.3776640391737186,,0.17756222369669333,0.3851716421019538,1.0,0.25189595898933326,-0.09086850616998467,0.280717433590594,0.21528812388959226,,,,0.24320803797711102,0.17355857301670571,-0.09498155380403821,0.1485856788365783,-0.0015215705465925872,0.15313767264072223,0.14250041957048165,0.1509694399783639,0.14282161884369268,0.13588670948863774,-0.09498155380403821,0.14867122997406618,0.0020381569976688214,0.15465136485810715,0.142969365682909,0.1501705865362453,0.14292458980863448,0.1403537680340251,-0.09498155380403821,-0.09413532278833459,-0.10219001366516461,-0.062014438374186076,-0.07240102846537179,-0.09733626511918213,-0.09387008485849904,-0.09769051737034988
PRCP,max,0.022508526317192117,0.0859244374708969,-0.11214567541692302,0.11590111103577976,0.08364914454752445,0.07085644581510825,0.07644455335329518,0.08209624158456995,0.022508526317192117,0.815314296059121,0.9727250346060666,,0.017011728844729363,0.19933554844151913,0.25189595898933326,1.0,0.029288784918161802,0.03101321027771974,0.023880626588464217,,,,0.035915581226575684,0.01629886423142896,0.022508526317192117,0.09433804407922873,-0.060546910091822156,0.11264233237511251,0.09590582920782771,0.09485560347480301,0.0839810035004569,0.07550735840898425,0.022508526317192117,0.0937095325188782,-0.06381269471407623,0.11122355958528725,0.09714749616179431,0.09571098228946952,0.08127503207049575,0.0756560873533332,0.022508526317192117,0.011700350153731281,-0.0002511622077948892,-0.0016707433743883813,0.02219871996953309,0.013292993380955258,0.013851468579717538,0.005326302466331151
SNOW,count,0.9970196362675644,0.3765022649754708,-0.13808984082033113,0.3428029146277171,0.3812808499924184,0.3773911815429051,0.3680182982634923,0.38939453141465485,0.9970196362675644,-0.02434112584135852,-0.0007980088853426575,,0.08177226324372187,0.04270081679243235,-0.09086850616998467,0.029288784918161802,1.0,-0.24510491016429034,-0.2301742224016315,,,,-0.16583373105141475,-0.1961053596180615,0.9970196362675644,-0.028617327841033803,-0.05931963066400948,-0.023647366905977473,-0.022834310859913047,-0.01700870703619543,-0.039118603052635294,-0.04038533937512702,0.9970196362675644,-0.028437534254533464,-0.06531219287657716,-0.020237777610959733,-0.023820683590872346,-0.017039016452307997,-0.03875400521172812,-0.043275777424845466,0.9970196362675644,-0.12451662757050296,-0.10090031457821498,-0.12815210059173096,-0.12908563100305018,-0.12313750512912303,-0.12377059485754363,-0.08118549366120743
SNOW,mean,-0.24975671997415486,-0.49623106461510147,-0.06762650051657051,-0.42473734479298764,-0.4713097241083092,-0.4923753954616566,-0.5179355957390791,-0.559249566967318,-0.24975671997415486,0.22152247498386177,0.11034681228545432,,-0.031642430331127645,-0.023708163702155668,0.280717433590594,0.03101321027771974,-0.24510491016429034,1.0,0.9494902784903151,,,,0.7435029715673184,0.8921434684568255,-0.24975671997415486,0.012923862153749048,0.09136725268976889,-0.019895225602994688,0.009553278132222764,0.019323228516408497,0.01819018594420562,0.022344508983647815,-0.24975671997415486,0.01241531539637188,0.0927430280616054,-0.02159833880138912,0.01299074410785475,0.019146922109781438,0.016603676470053425,0.026189067273512476,-0.24975671997415486,0.3196370462649096,0.3130472829776142,0.3358251603244679,0.3329889147472441,0.29910468694775677,0.30766424451795765,0.317147430256483
SNOW,std,-0.23520523537577842,-0.5642255251628062,0.03147063155597267,-0.5021876033632511,-0.5452508446120705,-0.5620477707041696,-0.5797341315301234,-0.5925501621789002,-0.23520523537577842,0.18276973430645044,0.09250030822818386,,-0.03820311225508068,-0.003493654040151377,0.21528812388959226,0.023880626588464217,-0.2301742224016315,0.9494902784903151,1.0,,,,0.5699449103727816,0.9852784809166558,-0.23520523537577842,0.05089929348888791,0.1683904789695099,-0.006390654957031909,0.046231034179631154,0.06176074900617973,0.061113584274771995,0.06422385201957942,-0.23520523537577842,0.05096482909191957,0.173608212141557,-0.00742799099374568,0.05002294810530328,0.06220123388075254,0.06010165139517393,0.07072694822614116,-0.23520523537577842,0.2729613374810358,0.3014359855481142,0.2736756127061378,0.27725905581393695,0.2515963175778945,0.259164578012487,0.30166363531299856
SNOW,min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNOW,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNOW,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNOW,75%,-0.16832965288717314,-0.245900617111388,-0.1823715186727579,-0.19061714593794016,-0.21754867468174627,-0.23991821808703506,-0.27442495500261277,-0.3314992714185173,-0.16832965288717314,0.19169794220445194,0.10129514306431327,,-0.013063474570425202,-0.044203954090313684,0.24320803797711102,0.035915581226575684,-0.16583373105141475,0.7435029715673184,0.5699449103727816,,,,1.0,0.5110814926892406,-0.16832965288717314,-0.06778264319034205,-0.028517872228475488,-0.06464667677636128,-0.06875288373125764,-0.06718640400008254,-0.06900462757449491,-0.06665731060056719,-0.16832965288717314,-0.06846381223241202,-0.03330384905771404,-0.06685262117274009,-0.06672612952689222,-0.06743510170410792,-0.07026868896204025,-0.06757449771041549,-0.16832965288717314,0.30379677461319904,0.2719596577366956,0.3502616931451779,0.3114061812702534,0.2769011680230095,0.3113543816573104,0.2856037384496376
SNOW,max,-0.20092634273314788,-0.57114026862782,0.07799041961036443,-0.5175741036281953,-0.5563743312329461,-0.5696725477356065,-0.583128199267241,-0.5821325783722422,-0.20092634273314788,0.15424944878486443,0.07710719512026712,,-0.039397656389774494,0.005581240928615313,0.17355857301670571,0.01629886423142896,-0.1961053596180615,0.8921434684568255,0.9852784809166558,,,,0.5110814926892406,1.0,-0.20092634273314788,0.06307988939028066,0.2022581516865916,-0.005236243564379371,0.05826136039349187,0.07546309406138657,0.07572039706287047,0.07874445847726816,-0.20092634273314788,0.06349271476603642,0.21005722187774148,-0.005806354401705927,0.06197871468137536,0.07610951179107397,0.07504547713010212,0.08674588210134869,-0.20092634273314788,0.2442488325724972,0.3005370292374375,0.2363599863111423,0.23781504530457193,0.21837547417995337,0.23336256453952306,0.29636934339239973
1. open,count,1.0,0.3752934490698432,-0.1361074486946554,0.34002069978988336,0.38041875780799994,0.376691251476766,0.36660925772656294,0.38944660393993785,1.0,-0.032445724513039946,-0.00895419196266354,,0.08186556492267323,0.04093352490757896,-0.09498155380403821,0.022508526317192117,0.9970196362675644,-0.24975671997415486,-0.23520523537577842,,,,-0.16832965288717314,-0.20092634273314788,1.0,-0.023092150911708652,-0.056401890821462755,-0.019129110842680406,-0.017397178848062685,-0.011613778649383831,-0.033841320022163064,-0.03460660818722617,1.0,-0.02289721849231768,-0.062332621025435436,-0.016057311884200953,-0.018343525954264583,-0.011361128117207681,-0.0332780868085912,-0.03756624077297705,1.0,-0.1309649138171184,-0.10795535274429659,-0.1332458127224242,-0.1352035474207117,-0.12917051851879793,-0.13049103736195916,-0.08780994091677148
1. open,mean,-0.023092150911708652,-0.036277766127874686,-0.007994781154272924,-0.015532019403590327,-0.038187933806447895,-0.045657347386240055,-0.04597831867092945,-0.008613423271050602,-0.023092150911708652,0.1527854405477664,0.10801186923285672,,0.035781215209009946,0.0988762105873966,0.1485856788365783,0.09433804407922873,-0.028617327841033803,0.012923862153749048,0.05089929348888791,,,,-0.06778264319034205,0.06307988939028066,-0.023092150911708652,1.0,0.30824634150029895,0.9712739675677549,0.9962010602570628,0.9971819712569463,0.9907397050945586,0.9862572192415356,-0.023092150911708652,0.999968108681541,0.3101865574855845,0.9696331855522765,0.9961840719023463,0.997057263243029,0.9902331989885553,0.9858606722523369,-0.023092150911708652,-0.5145384017555953,-0.41621230678812826,-0.5163293926755702,-0.5196789797108378,-0.5175311085097325,-0.5095015315407463,-0.4521612823245338
1. open,std,-0.056401890821462755,-0.2526137654443949,0.054115551486449365,-0.23623084040021486,-0.24338836026186572,-0.2712798073686774,-0.2817433018887146,-0.2290459768761445,-0.056401890821462755,-1.2799853070074127e-05,-0.04144224590810873,,0.02658201494849932,0.03862783008600465,-0.0015215705465925872,-0.060546910091822156,-0.05931963066400948,0.09136725268976889,0.1683904789695099,,,,-0.028517872228475488,0.2022581516865916,-0.056401890821462755,0.30824634150029895,1.0,0.10392396650492561,0.25041120240058473,0.2898077026488818,0.4240018059000015,0.4464257060528997,-0.056401890821462755,0.3091118031115506,0.9987473299713913,0.0989383021297632,0.2540617968282243,0.2914923587004782,0.42707447402489523,0.4472862393439552,-0.056401890821462755,0.0420509442477349,0.15244670072431601,-0.0033930873119013983,-0.009339828363660306,0.03109156553295405,0.042992576388919554,0.11073523462047971
1. open,min,-0.019129110842680406,0.022826020453691635,-0.036906645246881156,0.04465866273847676,0.019847332056442447,0.017187117107503813,0.017643573195339313,0.04332561369083186,-0.019129110842680406,0.1561063632821401,0.1206479120434054,,0.034919668250644575,0.09512838228928075,0.15313767264072223,0.11264233237511251,-0.023647366905977473,-0.019895225602994688,-0.006390654957031909,,,,-0.06464667677636128,-0.005236243564379371,-0.019129110842680406,0.9712739675677549,0.10392396650492561,1.0,0.9746229440184946,0.9644048052377623,0.9424132911299608,0.9342969281765324,-0.019129110842680406,0.9708966715765662,0.10448242559464381,0.9996491148784028,0.9733702393135258,0.9636947906252914,0.9412197273352086,0.9333285204564137,-0.019129110842680406,-0.5402428498098396,-0.46288048316253244,-0.5336080465533888,-0.5369768108591114,-0.5404224157001157,-0.5342268113333494,-0.494795782947801
1. open,25%,-0.017397178848062685,-0.017744048824435206,-0.004549776938047368,4.426651689346325e-05,-0.021215748879726357,-0.026192460148848913,-0.024479775163108862,0.009825882038016327,-0.017397178848062685,0.14725230790528096,0.10721313449639616,,0.029693757094735367,0.08806110332205415,0.14250041957048165,0.09590582920782771,-0.022834310859913047,0.009553278132222764,0.046231034179631154,,,,-0.06875288373125764,0.05826136039349187,-0.017397178848062685,0.9962010602570628,0.25041120240058473,0.9746229440184946,1.0,0.9968504228698003,0.9773668256304919,0.970825341215152,-0.017397178848062685,0.9960959522556218,0.2523613278992921,0.973296992027093,0.9998958837901442,0.9967193809056819,0.9763631097901025,0.9697072990065765,-0.017397178848062685,-0.5318103139962372,-0.44054934990738387,-0.5295056254768136,-0.5323018900815831,-0.5339669436694126,-0.5277928912217523,-0.4731092226593902
1. open,50%,-0.011613778649383831,-0.03607434519506952,-0.0024794823711966553,-0.017254772220977637,-0.03813119617176174,-0.045198522453058984,-0.04506210442965819,-0.006212139925626571,-0.011613778649383831,0.15549832208792816,0.1092474436945449,,0.03564819206044402,0.1016424287558924,0.1509694399783639,0.09485560347480301,-0.01700870703619543,0.019323228516408497,0.06176074900617973,,,,-0.06718640400008254,0.07546309406138657,-0.011613778649383831,0.9971819712569463,0.2898077026488818,0.9644048052377623,0.9968504228698003,1.0,0.982244508555256,0.976398847050606,-0.011613778649383831,0.9972493922646091,0.29262247641994793,0.9628193515480575,0.9970465335018039,0.9998595070060162,0.981665875897848,0.9762909072022617,-0.011613778649383831,-0.5188659300479439,-0.4234167727558982,-0.5177686594724359,-0.5206979526749484,-0.5216252526610753,-0.5143569266121749,-0.45581793577458823
1. open,75%,-0.033841320022163064,-0.06263924555392154,-0.009809972262371394,-0.03884174600192033,-0.06274022410672583,-0.07402801191812407,-0.07631937091712507,-0.035754937911083924,-0.033841320022163064,0.14665127487540477,0.09925657262909192,,0.0382602271864994,0.09987785428310716,0.14282161884369268,0.0839810035004569,-0.039118603052635294,0.01819018594420562,0.061113584274771995,,,,-0.06900462757449491,0.07572039706287047,-0.033841320022163064,0.9907397050945586,0.4240018059000015,0.9424132911299608,0.9773668256304919,0.982244508555256,1.0,0.998229056794639,-0.033841320022163064,0.9907727459661892,0.4253315127629445,0.940316745432278,0.9776957676160838,0.9822610221766307,0.9998301027118306,0.9981050836432793,-0.033841320022163064,-0.4832911938491742,-0.37490726575133443,-0.49224434427175146,-0.4966312231255658,-0.48732794211026736,-0.47779223920641256,-0.4165313391228924
1. open,max,-0.03460660818722617,-0.0749786096247643,-0.0024078400390848183,-0.05151012159789198,-0.07537234271370015,-0.08623051171451046,-0.0885557532749994,-0.04750572601489545,-0.03460660818722617,0.1378082257663126,0.09030616042772288,,0.03956399142544883,0.09701754560698264,0.13588670948863774,0.07550735840898425,-0.04038533937512702,0.022344508983647815,0.06422385201957942,,,,-0.06665731060056719,0.07874445847726816,-0.03460660818722617,0.9862572192415356,0.4464257060528997,0.9342969281765324,0.970825341215152,0.976398847050606,0.998229056794639,1.0,-0.03460660818722617,0.9862390304115594,0.44722817237730644,0.931967582783129,0.9710860387413123,0.9764236641152667,0.9983957436113902,0.9993641749036445,-0.03460660818722617,-0.4702805254788988,-0.35725397107981716,-0.4814868389320198,-0.48555305482798067,-0.47570532796508425,-0.46486159363907875,-0.40030753737022706
4. close,count,1.0,0.3752934490698432,-0.1361074486946554,0.34002069978988336,0.38041875780799994,0.376691251476766,0.36660925772656294,0.38944660393993785,1.0,-0.032445724513039946,-0.00895419196266354,,0.08186556492267323,0.04093352490757896,-0.09498155380403821,0.022508526317192117,0.9970196362675644,-0.24975671997415486,-0.23520523537577842,,,,-0.16832965288717314,-0.20092634273314788,1.0,-0.023092150911708652,-0.056401890821462755,-0.019129110842680406,-0.017397178848062685,-0.011613778649383831,-0.033841320022163064,-0.03460660818722617,1.0,-0.02289721849231768,-0.062332621025435436,-0.016057311884200953,-0.018343525954264583,-0.011361128117207681,-0.0332780868085912,-0.03756624077297705,1.0,-0.1309649138171184,-0.10795535274429659,-0.1332458127224242,-0.1352035474207117,-0.12917051851879793,-0.13049103736195916,-0.08780994091677148
4. close,mean,-0.02289721849231768,-0.036162223211877696,-0.006683368484551622,-0.01582626467546517,-0.03818254808355431,-0.04557774540311671,-0.04579597970747565,-0.008074382885577195,-0.02289721849231768,0.15247931543485801,0.10747751281009826,,0.036490353987629044,0.0997579647981206,0.14867122997406618,0.0937095325188782,-0.028437534254533464,0.01241531539637188,0.05096482909191957,,,,-0.06846381223241202,0.06349271476603642,-0.02289721849231768,0.999968108681541,0.3091118031115506,0.9708966715765662,0.9960959522556218,0.9972493922646091,0.9907727459661892,0.9862390304115594,-0.02289721849231768,1.0,0.3112223784571773,0.969352160587826,0.996085873445123,0.9972028743955236,0.9903439446614759,0.9860196913724285,-0.02289721849231768,-0.5140308766938649,-0.415077131606186,-0.516166504618821,-0.519474605192605,-0.5171107920861943,-0.5088597475870186,-0.45112383716271376
4. close,std,-0.062332621025435436,-0.25345778460401663,0.059298560536272846,-0.237720961654274,-0.2448032192203464,-0.2721184102747257,-0.2822992457003989,-0.2281193229387401,-0.062332621025435436,-0.00041673975526876426,-0.04370213239035774,,0.027381623183106663,0.04307461731888644,0.0020381569976688214,-0.06381269471407623,-0.06531219287657716,0.0927430280616054,0.173608212141557,,,,-0.03330384905771404,0.21005722187774148,-0.062332621025435436,0.3101865574855845,0.9987473299713913,0.10448242559464381,0.2523613278992921,0.29262247641994793,0.4253315127629445,0.44722817237730644,-0.062332621025435436,0.3112223784571773,1.0,0.09946138834607514,0.2559092215668489,0.2944071697449402,0.42870481501636165,0.449260929892409,-0.062332621025435436,0.041022505786278536,0.1580542017160759,-0.006908832879807074,-0.013032470480368331,0.028825663055019855,0.042758248896797704,0.11507786775929159
